,country,year,CH4,CO2,mining,GHG,N20,NO,Renewable,SO2,copdDalys,prev_CH4,prev_CO2,prev_mining,prev_GHG,prev_N20,prev_NO,prev_Renewable,prev_SO2,prev_copdDalys
110,Bulgaria,1999_to_2000,-5.98000000000002,-1064.95,-0.35,-1129.27,0.24,-5.92999999999998,-0.59,-2.94999999999999,390.254996240983,-20.43,-6905.24,-0.02,-7246.66,0.550000000000001,-14.74,-0.180000000000001,-66.56,-3070.67547066725
111,Bulgaria,2000_to_2001,-29.68,3709.11,-0.13,3060.63,0.27,9.52999999999997,-2.27,50.18,-1011.09235710853,-5.98000000000002,-1064.95,-0.35,-1129.27,0.24,-5.92999999999998,-0.59,-2.94999999999999,390.254996240983
112,Bulgaria,2001_to_2002,5.31999999999999,-2755.57,-0.28,-2676.82000000001,-0.23,-8.77999999999997,1.4,-31.7,-1947.33242264444,-29.68,3709.11,-0.13,3060.63,0.27,9.52999999999997,-2.27,50.18,-1011.09235710853
113,Bulgaria,2002_to_2003,17.55,4251.1,0.1,4546.2,-0.559999999999999,14.31,1.41,37.15,-911.739564692703,5.31999999999999,-2755.57,-0.28,-2676.82000000001,-0.23,-8.77999999999997,1.4,-31.7,-1947.33242264444
114,Bulgaria,2003_to_2004,-24.69,-938.939999999995,0.25,-917.629999999997,2.02,-4.06999999999999,0.33,-10.92,-1075.74489193653,17.55,4251.1,0.1,4546.2,-0.559999999999999,14.31,1.41,37.15,-911.739564692703
115,Bulgaria,2004_to_2005,-18.89,1085.7,0.21,525.32,-0.550000000000001,1.72,2.59,-6.32999999999998,-363.683795461562,-24.69,-938.939999999995,0.25,-917.629999999997,2.02,-4.06999999999999,0.33,-10.92,-1075.74489193653
116,Bulgaria,2005_to_2006,-12.28,1238.79,0.42,560.619999999995,-1.59,-1.65000000000001,-0.640000000000001,3.64999999999998,-614.14269656573,-18.89,1085.7,0.21,525.32,-0.550000000000001,1.72,2.59,-6.32999999999998,-363.683795461562
117,Bulgaria,2006_to_2007,-3.80000000000001,3845.62,-0.14,3877.45,0.130000000000001,4.82000000000002,-2.45,49.37,-1443.42075856663,-12.28,1238.79,0.42,560.619999999995,-1.59,-1.65000000000001,-0.640000000000001,3.64999999999998,-614.14269656573
118,Bulgaria,2007_to_2008,-9.05999999999995,-1661.28,-0.18,-1413.23,0.779999999999999,-5.82000000000002,-0.0300000000000002,-3.54000000000002,-1926.90065440779,-3.80000000000001,3845.62,-0.14,3877.45,0.130000000000001,4.82000000000002,-2.45,49.37,-1443.42075856663
119,Bulgaria,2008_to_2009,-12.14,-8305.79,-0.12,-8988.49000000001,-1.32,-19.22,2.48,-38.7,-1670.08241690212,-9.05999999999995,-1661.28,-0.18,-1413.23,0.779999999999999,-5.82000000000002,-0.0300000000000002,-3.54000000000002,-1926.90065440779
120,Bulgaria,2009_to_2010,-1.31,2089.16,0.31,2572.65,1.63,4.03,3.69,27.52,-1136.06345137506,-12.14,-8305.79,-0.12,-8988.49000000001,-1.32,-19.22,2.48,-38.7,-1670.08241690212
121,Bulgaria,2010_to_2011,8.48000000000002,5315.11,0.0999999999999996,5269.07999999999,-1.16,9.36000000000001,-4.51,82.22,-478.285036955029,-1.31,2089.16,0.31,2572.65,1.63,4.03,3.69,27.52,-1136.06345137506
122,Bulgaria,2011_to_2012,-14.8,-4829.03,0.1,-5054.86,0.25,-12.12,3.52,-64.18,-611.577791169453,8.48000000000002,5315.11,0.0999999999999996,5269.07999999999,-1.16,9.36000000000001,-4.51,82.22,-478.285036955029
123,Bulgaria,2012_to_2013,-4.86000000000001,-5699.5,0.0600000000000001,-5273.96,1.33,-15.27,4.5,-59.9,-79.5556012817542,-14.8,-4829.03,0.1,-5054.86,0.25,-12.12,3.52,-64.18,-611.577791169453
124,Bulgaria,2013_to_2014,-4.19999999999999,2519.82,0.11,3012.26,1.55,7.29000000000001,-0.890000000000001,24.12,1715.58658212102,-4.86000000000001,-5699.5,0.0600000000000001,-5273.96,1.33,-15.27,4.5,-59.9,-79.5556012817542
125,Bulgaria,2014_to_2015,-0.370000000000005,3024.95,-0.17,3241.43,0.369999999999997,7.81,1.95,34.44,329.98089189273,-4.19999999999999,2519.82,0.11,3012.26,1.55,7.29000000000001,-0.890000000000001,24.12,1715.58658212102
126,Bulgaria,2015_to_2016,-9.49000000000001,-2840.56,-0.2,-2575.65,1.09,-8.56000000000002,-1.92,-48.95,360.341743791738,-0.370000000000005,3024.95,-0.17,3241.43,0.369999999999997,7.81,1.95,34.44,329.98089189273
127,Bulgaria,2016_to_2017,-8.47999999999996,2151.44,-0.0300000000000002,2337.73,-0.0599999999999987,3.12000000000002,-2.26,31.44,146.641448978888,-9.49000000000001,-2840.56,-0.2,-2575.65,1.09,-8.56000000000002,-1.92,-48.95,360.341743791738
129,Croatia,1993_to_1994,-7.27000000000001,-745.559999999999,0.08,-893.59,0.11,2.45,14.38,-12.72,262.860880819819,-3.25999999999999,453.699999999997,0.01,-27.8199999999997,-1.34,0.280000000000001,-1.28,7.61,321.025311067802
130,Croatia,1994_to_1995,-1.66,712.120000000001,-0.21,623.240000000002,-0.260000000000001,1.38999999999999,-0.68,-22.24,565.360663964322,-7.27000000000001,-745.559999999999,0.08,-893.59,0.11,2.45,14.38,-12.72,262.860880819819
131,Croatia,1995_to_1996,-1.28,588.93,-0.09,548.799999999999,-0.0899999999999999,5.38000000000001,9.10999999999999,-15.53,620.363450012468,-1.66,712.120000000001,-0.21,623.240000000002,-0.260000000000001,1.38999999999999,-0.68,-22.24,565.360663964322
132,Croatia,1996_to_1997,-0.799999999999983,1060.61,0.37,1246.17,0.61,2.14999999999999,-13.16,15.43,945.349033152033,-1.28,588.93,-0.09,548.799999999999,-0.0899999999999999,5.38000000000001,9.10999999999999,-15.53,620.363450012468
133,Croatia,1997_to_1998,-0.710000000000008,703.02,-0.0599999999999999,389.119999999999,-1.1,2.5,-4.61,18.44,313.070110427463,-0.799999999999983,1060.61,0.37,1246.17,0.61,2.14999999999999,-13.16,15.43,945.349033152033
134,Croatia,1998_to_1999,2.78,836.559999999998,0.02,1129.72,0.69,3.01000000000001,3.86,-0.120000000000005,825.87019565604,-0.710000000000008,703.02,-0.0599999999999999,389.119999999999,-1.1,2.5,-4.61,18.44,313.070110427463
135,Croatia,1999_to_2000,-1.81,-421.009999999998,0.14,-344.420000000002,0.32,-6.04000000000001,0.890000000000001,-35.05,50.9613314128583,2.78,836.559999999998,0.02,1129.72,0.69,3.01000000000001,3.86,-0.120000000000005,825.87019565604
136,Croatia,2000_to_2001,3.31999999999999,1112.29,-0.16,1185.33,-0.0800000000000001,0.720000000000013,-1,-1.24,282.141503610303,-1.81,-421.009999999998,0.14,-344.420000000002,0.32,-6.04000000000001,0.890000000000001,-35.05,50.9613314128583
137,Croatia,2001_to_2002,0.730000000000018,1106,0.18,1113.63,-0.11,2.36,-10.02,3.87,784.201664173626,3.31999999999999,1112.29,-0.16,1185.33,-0.0800000000000001,0.720000000000013,-1,-1.24,282.141503610303
138,Croatia,2002_to_2003,7.19999999999999,1355.47,-0.14,1460.35,-0.35,-0.710000000000008,-4.7,0.740000000000002,1330.22058940588,0.730000000000018,1106,0.18,1113.63,-0.11,2.36,-10.02,3.87,784.201664173626
139,Croatia,2003_to_2004,4.19,-351.379999999997,0.24,-2.63999999999942,0.73,-2.44,13.56,-11.62,-62.9652498402284,7.19999999999999,1355.47,-0.14,1460.35,-0.35,-0.710000000000008,-4.7,0.740000000000002,1330.22058940588
140,Croatia,2004_to_2005,0.849999999999994,413.269999999997,0.07,454.889999999999,-0.0199999999999996,-1.63,-0.870000000000005,6.44,1064.63712017759,4.19,-351.379999999997,0.24,-2.63999999999942,0.73,-2.44,13.56,-11.62,-62.9652498402284
141,Croatia,2005_to_2006,5.48000000000002,199.350000000002,0.34,379.489999999998,0.0499999999999989,-0.579999999999998,-2.52,-3.9,-164.700331964443,0.849999999999994,413.269999999997,0.07,454.889999999999,-0.0199999999999996,-1.63,-0.870000000000005,6.44,1064.63712017759
142,Croatia,2006_to_2007,0.97999999999999,1314.36,-0.33,1426.96,0.180000000000001,2.78999999999999,-13.26,5.37,1332.26938739959,5.48000000000002,199.350000000002,0.34,379.489999999998,0.0499999999999989,-0.579999999999998,-2.52,-3.9,-164.700331964443
143,Croatia,2007_to_2008,-0.150000000000006,-1215.23,0,-903.980000000003,1.03,-4.59,7.46,-6.62,619.578285068186,0.97999999999999,1314.36,-0.33,1426.96,0.180000000000001,2.78999999999999,-13.26,5.37,1332.26938739959
144,Croatia,2008_to_2009,3.15000000000001,-1790.78,0.14,-2354.43,-2.16,-5.78,10.09,2.97,-20.1286728832274,-0.150000000000006,-1215.23,0,-903.980000000003,1.03,-4.59,7.46,-6.62,619.578285068186
145,Croatia,2009_to_2010,3.03,-786.939999999999,-0.05,-434.689999999999,0.800000000000001,-8.09999999999999,6.78,-20.98,322.039113669285,3.15000000000001,-1790.78,0.14,-2354.43,-2.16,-5.78,10.09,2.97,-20.1286728832274
146,Croatia,2010_to_2011,-2,-368.420000000002,-0.0599999999999999,-325.810000000001,0.25,-3.43,-15.72,-6.03,417.630772110206,3.03,-786.939999999999,-0.05,-434.689999999999,0.800000000000001,-8.09999999999999,6.78,-20.98,322.039113669285
147,Croatia,2011_to_2012,-1.87,-1567.66,0.0299999999999999,-1820.46,-0.69,-5.68,2.40000000000001,-4.63,622.354156925474,-2,-368.420000000002,-0.0599999999999999,-325.810000000001,0.25,-3.43,-15.72,-6.03,417.630772110206
148,Croatia,2012_to_2013,-9.44999999999999,-660.16,0.11,-1423.69,-2,-0.810000000000002,16.3,-7.37,-245.720225198012,-1.87,-1567.66,0.0299999999999999,-1820.46,-0.69,-5.68,2.40000000000001,-4.63,622.354156925474
149,Croatia,2013_to_2014,1.69,-749.629999999997,-0.23,-766.490000000002,-0.220000000000001,-3.4,7.11,-3.3,717.202901950179,-9.44999999999999,-660.16,0.11,-1423.69,-2,-0.810000000000002,16.3,-7.37,-245.720225198012
150,Croatia,2014_to_2015,3.68000000000001,135.759999999998,-0.27,428.030000000002,0.65,0.0200000000000031,-8,1.82,1464.64464400383,1.69,-749.629999999997,-0.23,-766.490000000002,-0.220000000000001,-3.4,7.11,-3.3,717.202901950179
151,Croatia,2015_to_2016,5.53999999999999,264.290000000001,-0.16,150.029999999999,-0.86,-0.370000000000005,-1.49,-1.11,-1327.67507213465,3.68000000000001,135.759999999998,-0.27,428.030000000002,0.65,0.0200000000000031,-8,1.82,1464.64464400383
152,Croatia,2016_to_2017,-0.640000000000015,632.649999999998,0,756.740000000002,0.46,-0.699999999999996,-6.82,-2.1,248.592011173685,5.53999999999999,264.290000000001,-0.16,150.029999999999,-0.86,-0.370000000000005,-1.49,-1.11,-1327.67507213465
154,Cyprus,1991_to_1992,0.729999999999997,376.3,-0.01,455.04,0.1,2.1,0,4.86,210.168730898587,0.460000000000001,489.719999999999,0.02,517.21,0.01,0.23,0,1.3,285.797319891525
155,Cyprus,1992_to_1993,0.98,244.06,0.04,282.3,0.0599999999999998,0.34,0,2.21,46.1420715019476,0.729999999999997,376.3,-0.01,455.04,0.1,2.1,0,4.86,210.168730898587
156,Cyprus,1993_to_1994,0.530000000000001,244.139999999999,0.02,259.89,-0.02,1.16,0,2.53,-52.1628086839792,0.98,244.06,0.04,282.3,0.0599999999999998,0.34,0,2.21,46.1420715019476
157,Cyprus,1994_to_1995,0.84,-128.839999999999,-0.05,-61.0200000000004,0.14,-1.11,0,-2.95,38.7427676780162,0.530000000000001,244.139999999999,0.02,259.89,-0.02,1.16,0,2.53,-52.1628086839792
158,Cyprus,1995_to_1996,0.68,350.959999999999,0,346.47,-0.0800000000000001,0.599999999999998,0,1.98,19.6166670808916,0.84,-128.839999999999,-0.05,-61.0200000000004,0.14,-1.11,0,-2.95,38.7427676780162
159,Cyprus,1996_to_1997,0.170000000000002,87.8000000000002,-0.03,91.6599999999999,-0.02,0.27,0,2.32,43.6901492066081,0.68,350.959999999999,0,346.47,-0.0800000000000001,0.599999999999998,0,1.98,19.6166670808916
160,Cyprus,1997_to_1998,0.0599999999999987,293.62,0.04,327.49,0.0800000000000001,0.360000000000003,0,3.31,66.8833134172,0.170000000000002,87.8000000000002,-0.03,91.6599999999999,-0.02,0.27,0,2.32,43.6901492066081
161,Cyprus,1998_to_1999,0.129999999999999,267.820000000001,0,277.620000000001,-0.03,0.449999999999999,0,2.36,4.36391968084263,0.0599999999999987,293.62,0.04,327.49,0.0800000000000001,0.360000000000003,0,3.31,66.8833134172
162,Cyprus,1999_to_2000,0.66,263.41,0.00999999999999995,270.459999999999,-0.05,1.31,0,-1.28,-55.9016117795381,0.129999999999999,267.820000000001,0,277.620000000001,-0.03,0.449999999999999,0,2.36,4.36391968084263
163,Cyprus,2000_to_2001,1.27,-124.47,-0.04,-56.5199999999986,0.11,-0.640000000000001,0,-2.86,-37.5794703651054,0.66,263.41,0.00999999999999995,270.459999999999,-0.05,1.31,0,-1.28,-55.9016117795381
164,Cyprus,2001_to_2002,0.969999999999999,189.37,0.03,232.969999999999,0.01,0.0500000000000007,0,0.439999999999998,39.804763653362,1.27,-124.47,-0.04,-56.5199999999986,0.11,-0.640000000000001,0,-2.86,-37.5794703651054
165,Cyprus,2002_to_2003,-0.329999999999998,394.77,0.03,389.84,-0.01,0.289999999999999,0,1.46,0.233569848074694,0.969999999999999,189.37,0.03,232.969999999999,0.01,0.0500000000000007,0,0.439999999999998,39.804763653362
166,Cyprus,2003_to_2004,-0.189999999999998,235.389999999999,0.03,211.549999999999,-0.13,-0.459999999999997,0,-7.07,92.2438847549638,-0.329999999999998,394.77,0.03,389.84,-0.01,0.289999999999999,0,1.46,0.233569848074694
167,Cyprus,2004_to_2005,-0.68,190.360000000001,0,155.200000000001,-0.0899999999999999,0.0899999999999999,0.02,-2.44,180.000618053965,-0.189999999999998,235.389999999999,0.03,211.549999999999,-0.13,-0.459999999999997,0,-7.07,92.2438847549638
168,Cyprus,2005_to_2006,0.0700000000000003,191.87,-0.01,209.77,0.05,-0.170000000000002,0,-6.39,202.51157016392,-0.68,190.360000000001,0,155.200000000001,-0.0899999999999999,0.0899999999999999,0.02,-2.44,180.000618053965
169,Cyprus,2006_to_2007,0.129999999999995,315.75,0.01,343.619999999999,-0.02,0.219999999999999,0.02,-2.03,171.515507513413,0.0700000000000003,191.87,-0.01,209.77,0.05,-0.170000000000002,0,-6.39,202.51157016392
170,Cyprus,2007_to_2008,-0.0700000000000003,168.33,0.05,150.969999999999,-0.04,-1.42,0.02,-7.09,47.1906360335679,0.129999999999995,315.75,0.01,343.619999999999,-0.02,0.219999999999999,0.02,-2.03,171.515507513413
171,Cyprus,2008_to_2009,0.0900000000000034,-253.450000000001,-0.1,-245.75,-0.03,-0.170000000000002,0.02,-4.65,116.985926521685,-0.0700000000000003,168.33,0.05,150.969999999999,-0.04,-1.42,0.02,-7.09,47.1906360335679
172,Cyprus,2009_to_2010,0.32,-364.789999999999,-0.00999999999999995,-331.089999999998,0.0600000000000001,-1.4,0.63,4.19,91.4424842110711,0.0900000000000034,-253.450000000001,-0.1,-245.75,-0.03,-0.170000000000002,0.02,-4.65,116.985926521685
173,Cyprus,2010_to_2011,0.199999999999996,-329.54,-0.07,-350.980000000001,-0.04,2.79,1.85,-1,72.820491962817,0.32,-364.789999999999,-0.00999999999999995,-331.089999999998,0.0600000000000001,-1.4,0.63,4.19,91.4424842110711
174,Cyprus,2011_to_2012,-0.419999999999995,-524.58,-0.1,-535.66,-0.02,0.120000000000001,1.83,-4.67,199.909387006373,0.199999999999996,-329.54,-0.07,-350.980000000001,-0.04,2.79,1.85,-1,72.820491962817
175,Cyprus,2012_to_2013,-0.240000000000002,-680.530000000001,0.01,-715.559999999999,-0.0800000000000001,-5.19,2.09,-2.42,287.634497952209,-0.419999999999995,-524.58,-0.1,-535.66,-0.02,0.120000000000001,1.83,-4.67,199.909387006373
176,Cyprus,2013_to_2014,0.00999999999999801,380.23,-0.06,375.34,-0.0199999999999999,1.07,-0.37,3.12,355.111454729321,-0.240000000000002,-680.530000000001,0.01,-715.559999999999,-0.0800000000000001,-5.19,2.09,-2.42,287.634497952209
177,Cyprus,2014_to_2015,0.469999999999999,25.54,0.1,54.2399999999998,0.0299999999999999,-2.33,1.54,-3.91,354.60163816037,0.00999999999999801,380.23,-0.06,375.34,-0.0199999999999999,1.07,-0.37,3.12,355.111454729321
178,Cyprus,2015_to_2016,1.03,408.099999999999,-0.05,448.6,0.02,-0.33,-0.04,3.19,151.919661748558,0.469999999999999,25.54,0.1,54.2399999999998,0.0299999999999999,-2.33,1.54,-3.91,354.60163816037
179,Cyprus,2016_to_2017,0.68,147.46,-0.04,180.299999999999,0.02,0,0.04,0.279999999999998,85.6941882142437,1.03,408.099999999999,-0.05,448.6,0.02,-0.33,-0.04,3.19,151.919661748558
181,Czechia,1993_to_1994,-44.7,-6261.14999999999,-0.52,-7492.28999999998,-0.390000000000001,-92.86,0.32,-143.47,-2017.89735656435,-36.3,-5981.72999999998,-0.51,-7634.97,-2.5,-121.58,-0.0499999999999998,-79.0599999999999,-3019.02525526949
182,Czechia,1994_to_1995,-16.9499999999999,-767.880000000005,0.0399999999999996,-880.640000000014,0.990000000000002,-67.33,0.71,-100.45,-1494.99965861318,-44.7,-6261.14999999999,-0.52,-7492.28999999998,-0.390000000000001,-92.86,0.32,-143.47,-2017.89735656435
183,Czechia,1995_to_1996,-5.90999999999997,3354.28999999998,-0.2,3033.01999999999,-0.800000000000001,-18.93,0,-144.53,-1647.1521858902,-16.9499999999999,-767.880000000005,0.0399999999999996,-880.640000000014,0.990000000000002,-67.33,0.71,-100.45,-1494.99965861318
184,Czechia,1996_to_1997,-16.34,-4229.47999999998,-0.2,-4564.87999999998,-0.100000000000001,-28.67,-0.52,-219.99,580.644529055535,-5.90999999999997,3354.28999999998,-0.2,3033.01999999999,-0.800000000000001,-18.93,0,-144.53,-1647.1521858902
185,Czechia,1997_to_1998,-27.4300000000001,-5415.40000000001,-0.27,-6149.68000000002,-0.390000000000001,-18.06,-0.33,-269.1,276.005855321739,-16.34,-4229.47999999998,-0.2,-4564.87999999998,-0.100000000000001,-28.67,-0.52,-219.99,580.644529055535
186,Czechia,1998_to_1999,-29.15,-8694.24000000001,-0.25,-9562.72999999998,-0.66,-24.54,0.54,-193.42,1354.22850755035,-27.4300000000001,-5415.40000000001,-0.27,-6149.68000000002,-0.390000000000001,-18.06,-0.33,-269.1,276.005855321739
187,Czechia,1999_to_2000,-33.01,10443.02,-0.11,10175.85,1.42,0.230000000000018,-0.28,1.08000000000001,2167.88648852921,-29.15,-8694.24000000001,-0.25,-9562.72999999998,-0.66,-24.54,0.54,-193.42,1354.22850755035
188,Czechia,2000_to_2001,-9.75,-108.889999999999,0.01,39.6800000000221,0.829999999999998,3.38,0.15,-4.28999999999999,1835.58690428688,-33.01,10443.02,-0.11,10175.85,1.42,0.230000000000018,-0.28,1.08000000000001,2167.88648852921
189,Czechia,2001_to_2002,-16.87,-3061.94,-0.0600000000000001,-3720.49000000002,-1.33,-7.74000000000001,0.43,-5.31,299.832163755877,-9.75,-108.889999999999,0.01,39.6800000000221,0.829999999999998,3.38,0.15,-4.28999999999999,1835.58690428688
190,Czechia,2002_to_2003,0.450000000000045,3487.18000000001,-0.13,3190.56,-1.58,0.939999999999998,-1.57,-5.02000000000001,2162.51794590832,-16.87,-3061.94,-0.0600000000000001,-3720.49000000002,-1.33,-7.74000000000001,0.43,-5.31,299.832163755877
191,Czechia,2003_to_2004,-16.85,731.009999999995,0.15,1080.86000000002,2.3,0.379999999999995,0.89,-3.28999999999999,24.980325305296,0.450000000000045,3487.18000000001,-0.13,3190.56,-1.58,0.939999999999998,-1.57,-5.02000000000001,2162.51794590832
192,Czechia,2004_to_2005,14.89,-2441.87,0.03,-2142.31,-0.629999999999999,-5.22999999999996,0.64,-6.66,1919.92153263302,-16.85,731.009999999995,0.15,1080.86000000002,2.3,0.379999999999995,0.89,-3.28999999999999,24.980325305296
193,Czechia,2005_to_2006,9.31000000000006,777.509999999995,0.0600000000000001,1174.98000000001,-0.41,-4.92000000000002,0.23,-1.71000000000001,187.492503502137,14.89,-2441.87,0.03,-2142.31,-0.629999999999999,-5.22999999999996,0.64,-6.66,1919.92153263302
194,Czechia,2006_to_2007,-17.4000000000001,1814.88,-0.02,1837.28999999998,0.190000000000001,-2.11000000000001,-0.91,5.30000000000001,2292.15307647899,9.31000000000006,777.509999999995,0.0600000000000001,1174.98000000001,-0.41,-4.92000000000002,0.23,-1.71000000000001,187.492503502137
195,Czechia,2007_to_2008,4.86000000000001,-5322.96000000001,0.11,-4833.81,0.25,-15.81,0.14,-41.96,2689.47292047692,-17.4000000000001,1814.88,-0.02,1837.28999999998,0.190000000000001,-2.11000000000001,-0.91,5.30000000000001,2292.15307647899
196,Czechia,2008_to_2009,-13.9499999999999,-7747.62999999999,-0.17,-8865.14999999999,-2.83,-13.77,0.94,-1.34,2524.00945351829,4.86000000000001,-5322.96000000001,0.11,-4833.81,0.25,-15.81,0.14,-41.96,2689.47292047692
197,Czechia,2009_to_2010,8.00999999999999,2306.97,0.03,2680.98999999999,-0.419999999999998,-5.75,1.05,-4.88999999999999,2288.75798358137,-13.9499999999999,-7747.62999999999,-0.17,-8865.14999999999,-2.83,-13.77,0.94,-1.34,2524.00945351829
198,Czechia,2010_to_2011,1.27999999999997,-2440.45000000001,0.0600000000000001,-1541.13999999998,2.15,-12.43,0.95,3.72999999999999,3912.6800910906,8.00999999999999,2306.97,0.03,2680.98999999999,-0.419999999999998,-5.75,1.05,-4.88999999999999,2288.75798358137
199,Czechia,2011_to_2012,-0.700000000000045,-4105.09999999999,-0.14,-4156.84,-0.489999999999998,-12.09,0.2,-7.40000000000001,3190.52650815198,1.27999999999997,-2440.45000000001,0.0600000000000001,-1541.13999999998,2.15,-12.43,0.95,3.72999999999999,3912.6800910906
